en,ru,uk,fr,de
"Update 1.4.0 is now live!
- New ways to gain stamina: check the mini-game in your village;
- Option to exit the game by tapping the Back button on your Android device;
- Numerous bug fixes and quality of play improvements - join Discord and keep telling us about any quirks!","Обновление 1.4.0 уже доступно!
- Новый способ восполнения выносливости: откройте мини-игру в своём селении;
- Возможность выйти из игры, используя кнопку ""Назад"" на вашем Android-устройстве;
- Множество правок и улучшений – присоединяйтесь к нам в Discord и делитесь впечатлениями!",,,
